text_long,empath_emotion,empath_rating,inital_emotion,initial_rating_of_empath_result
"I feel bored. I feel trapped at home.
I feel upset for my gap year daughter who had to be repatriate",anger,0.0,Anxiety,2
I feel very sad for the families that have lost loved ones and am also very proud of the nation for ,sadness,1.0,Sadness,4
"In general I have gotten used to it, but it's making me stressed out as a current university student",anger,0.0,Anxiety,4
I think I have quite mixed emotions really. I am enjoying spending more time with my family. I don't,anger,1.0,Anger,7
i'm very Angry at the moment as there are many people who are not taking the situation seriously and,anger,0.0,Anger,8
I feel generally anxious about the uncertain and dynamic nature of the situation. This combined with,sadness,3.0,Anxiety,6
Frustration at the situation and how there's no end in sight to anything. It seems without a vaccine,fear,4.0,Anxiety,6
I feel anxious and worried that my family might get the virus and I won't be able to help them. I'm ,sadness,1.0,Anxiety,7
I go through waves but right now I feel relaxed as I've had a good day working from home. I am in a ,sadness,1.0,Relaxation,3
I feel very unsettled because we do not know how long lockdown will last and what is to come. I feel,sadness,2.0,Fear,6
"Very worried for my family,very bored with lockdown and aching to get back to work ,concerned just h",sadness,3.0,Anxiety,6
I'm not so much scared for my own health but my parents. They're in multiple risk groups and I'm ter,fear,3.0,Anxiety,8
"I have anxiety about my future plans, like moving and my education. I worry about my job and finance",fear,2.0,Anxiety,7
"At the moment I feel a bit fed up of it, I'm sad I can't make plans at the moment and I miss having ",sadness,3.0,Anxiety,4
This outbreak situation is of great concern to me. Many of my friends have lost their jobs. The gove,fear,3.0,Fear,9
Fearful of what it to come and worried about how it will affect my family. Both in regards to their ,fear,1.0,Anxiety,7
"Anxious about when it will end, it has the potential to go on for months, which will not be good for",fear,1.0,Anxiety,6
"There is a lot of misinformation in social media and people believe it which is very frustrating, if",anger,0.0,Anxiety,2
I'm very anxious and scared of the situation due to having vunerable family and friends. I'm also qu,fear,1.0,Sadness,7
I feel that the unknown can be a stressful time. The fact there is so much that the experts are lear,fear,1.0,Anxiety,4
"I currently feel sad about the whole Corona situation, mainly because it's meant I'm currently unabl",sadness,1.0,Sadness,7
I feel like myself and my close friends and family are doing all they can to support the NHS workers,sadness,2.0,Fear,8
"I think I am fine, but also I feel the inability to concentrate within my own home whilst doing univ",fear,2.0,Sadness,6
"I have a feeling of fear for not knowing what is to come
In the next few weeks.  I also have frustra",sadness,4.0,Anxiety,6
The Coronavirus situation hasn't adversely affected my immediate family's financial situation becaus,anger,1.0,Anxiety,2
The sun has been out today and have managed to be quite productive with my work (hasnt been the case,sadness,3.0,Anxiety,7
I feel scared and feel physically sick when I think about the situation a lot. I have friends who ar,fear,1.0,Anxiety,8
"I feel anxious about the situation, normal life has been completely disrupted, finances are up in th",anger,0.0,Anxiety,4
"I feel very on edge about the whole situation, the uncertainty of not knowing when life will return ",fear,3.0,Anxiety,7
"From seeing the daily death rate increasing and people still getting infected is not great, plus wit",relaxation,1.0,Relaxation,6
I am worried about losing my job. My emotions and those of my family are all over the place. We are ,fear,1.0,Fear,8
"i feel anxious as we dont now what is going on, as well as that, lockdown is mentally draining and i",anger,1.0,Anxiety,8
"While I am appreciating spending more time at home with my immediate family, I am missing seeing my ",anger,0.0,Anxiety,1
Anxious because it's uncontrollable and I like to be in control. It is so unpredictable and I want t,anger,1.0,Anxiety,6
I feel that it is a big distraction from everyday life as it was. I'm looking forward to things goin,anger,0.0,Relaxation,3
My father has just died of Coronavirus. I feel very upset and low. I am going on tablets to help me ,anger,0.0,Anxiety,6
I am not too worried about contracting the virus as I am working from home and only go out for food ,sadness,1.0,Anxiety,6
Everyone in my household has been ill and recovered. We're now settling into a routine at home and I,fear,1.0,Relaxation,1
Worry and fear for my own and my family’s health. I have underpaying health conditions so I am scare,anger,1.0,Anxiety,8
I feel very anxious that life will never get back to normal. My partner has already had the virus an,sadness,1.0,Anxiety,5
"I am anxious about the lockdown - how this affects the children and people's mental health, their jo",anger,1.0,Fear,3
At the moment i am feeling anxiety due to the possibility I could contract it and recieve long term ,fear,2.0,Anxiety,4
"I feel relaxed as I have the time to do things that I wouldn't normally do, such as reading books an",sadness,2.0,Happiness,3
I am starting to think we are coming out of this now.  The chances of anyone close to me getting it ,sadness,2.0,Relaxation,1
I'm very anxious for my family and my job. I have just been furloughed regarding my job and this mea,fear,1.0,Anxiety,7
I feel somewhat anxiety towards the whole corona situation. When I leave to buy essentials I take ca,fear,2.0,Disgust,4
"i feel very up in the air.im also concerned we were told that it didnt really affect some people,lik",anger,0.0,Anxiety,6
"I am concerned for my family members and more vulnerable people I know, less concerned for myself. I",anger,0.0,Anxiety,6
"I am concerned about the strain on the NHS and how this may affect my pregnant wife, currently guida",anger,0.0,Sadness,3
"Emotions and anxiety are quite debilitating 
I miss my family so much and I worry for them
I'm so pr",fear,2.0,Anxiety,8
"Forced to stay at home and not go anywhere.
I constantly worry about my parents.
I very worry about ",fear,4.0,Anxiety,9
"I'm worried. I'm in a vulnerable group, as is my mother, so it's a scary time. I'm a homebody so I d",anger,0.0,Anxiety,4
I feel optimistic that people will play their part and help us get back to normal sometime soon. How,anger,0.0,Anxiety,2
I feel sad for all the families that have been affected by the coronavirus and the prospect that if ,sadness,4.0,Sadness,9
I am worried about the virus and the amount of deaths and the strain on the NHS and other businesses,fear,1.0,Anxiety,6
More than anything I feel anxious. The current situation in which we're living and the not knowing w,fear,2.0,Anxiety,7
"I find myself feeling quite short tempered and anxious. I feel that """"life is on hold"""" at the momen",fear,1.0,Anxiety,6
I feel angry at the source of the outbreak and how it was hidden by the Chinese government for so lo,fear,4.0,Anger,6
I am annoyed at the blase and irresponsible attitude of everyone else not social distancing when oth,sadness,3.0,Anger,3
I feel very worried and anxious seeing how high the death toll and the confirmed positive cases keep,anger,1.0,Sadness,5
"I am feeling worried and anxious about the situation, if we do get it I fear that we might develop m",fear,2.0,Fear,9
While I am physically at home I am quite content and feel safe enough. I am aware of potential threa,anger,0.0,Anxiety,1
"I feel safe in our family bubble, finding joy in the little moments with my children and this time w",sadness,1.0,Fear,7
I am extremely anxious and worried about the current situation as I am separated from my son and dau,sadness,1.0,Anxiety,9
The current Corona situation is completely consuming - my 8-year-old daughter is required to shield ,fear,2.0,Anxiety,5
I feel that it is only going to get worse if people refuse to listen to what the government have to ,anger,0.0,Anxiety,2
I lost my Dad to Coronavirus on Thursday. I'm heartbroken as he was so not ready to leave us and it ,sadness,3.0,Sadness,9
I personally feel that corona situation has kept be bored and depressed as there is now nothing to e,sadness,1.0,Anxiety,6
As I'm self employed and work from home this situation hasn't impacted me financially or affected my,anger,0.0,Anxiety,1
The state of the pandemic at the moment is concerning for the western popultion as a whole. It sadde,sadness,2.0,Relaxation,5
I feel very anxious about not being able to control how our country react to social distancing and o,relaxation,2.0,Anxiety,1
"On a personal level I feel fine - I am not worried about contracting it as I am fit and healthy, but",anger,2.0,Anger,4
"I feel anxious for what is to come, scared that people I know may be seriously ill or die. I am anno",fear,2.0,Anxiety,8
"I feel anxious for my family. I feel anxious for the country, and the world as a whole. I feel angry",sadness,2.0,Sadness,6
"It is a very scary time for everyone, I have an elderly grandma and a young baby I have to shop for.",anger,0.0,Anxiety,7
The current corona situation is very uncertain.  I currently don´t really know how I am feeling as m,fear,2.0,Sadness,5
"I feel quite relaxed at the moment. I """"work"""" in a pub but haven't been to work since Boris Johnson",fear,1.0,Relaxation,6
Bored mainly.I cant do anything. frustrated about the lack of clarity and plans. As I sit in my flat,anger,0.0,Sadness,6
Frustrated that so many plans have had to be cancelled. We were supposed to be travelling abroad (wi,anger,0.0,Sadness,3
"I'm not worried about the effects of Corona on my personal well-being, but I'm concerned about the l",fear,1.0,Anger,1
"I am currently ‘furloughed’ from work as all of our customers are closed, I have never not worked so",sadness,2.0,Fear,7
I am angry and disgusted about people who don’t adhere to the rules and don’t seem to care. I’m fear,disgust,1.0,Sadness,8
"I currently feel relaxed, but a little afraid I am not being productive enough. I fear my overall Ph",fear,2.0,Relaxation,2
I feel anxious about the lasting economic effect it may have. I'm concerned as student about the dif,fear,1.0,Anxiety,4
I feel that I am happy to stay at home on my even as a senior citizen. I feel sad for the people tha,sadness,2.0,Anger,9
I feel sad about this situation because people are dying and others are not following the rules to s,sadness,4.0,Sadness,8
i feel frustrated as everybody has to work together to get out of this but some people just want to ,relaxation,1.0,Fear,5
I am worried in particular about the long-term. I hope that normal life can resume quicker than I ex,anger,0.0,Anxiety,5
"Anxious about the uncertainty about how long this will last, disruptions to university studies, bein",fear,1.0,Anxiety,5
"I feel sad because of the negative connotations associated with the virus.
I am not happy about the ",sadness,2.0,Sadness,5
"That a lot of people within the uk are currently not taking it seriously, for instance people are st",anger,0.0,Anxiety,6
There's no anger or hatred to the origin more frustration at the current isolation situation. First ,sadness,4.0,Sadness,8
I am currently sat at home listening to the daily Government briefing being broadcast by the BBC and,disgust,1.0,Anger,6
I feel most sad about future plans not happening in terms of summer. I miss my friends and human con,fear,2.0,Relaxation,6
I feel exhausted all the time. I have to stop myself constantly refreshing the news to see the lates,anger,0.0,Anxiety,4
"I am worried about my mother who is over 65, and also feel sorry for her as she lives alone and hasn",sadness,1.0,Anxiety,6
Some people are still very ignorant about what this virus is.  They just don't understand how import,fear,2.0,Sadness,7
There hasn't been much change in my life style. So all I can do is wash my hands and stay safe. I wo,anger,0.0,Relaxation,1
"I am feeling very nervous and anxious, not just at the current situation but at the fact of the unkn",fear,1.0,Anxiety,8
"personally not too worried about catching it myself since im staying at home all the time, although ",anger,1.0,Anger,5
I am not too worried about the situation as I believe I am a fit and healthy human being. I am more ,sadness,1.0,Sadness,6
"As well as the immediate health threat, scared of the long term impact on society, jobs, economy, re",fear,1.0,Fear,8
"I'm saddened that I'm not able to travel at the moment, I had quite a few plans for April that have ",sadness,1.0,Anxiety,5
"I feel worried - mainly about my family members. I have a daughter with asthma,  a brother with leuk",anger,0.0,Fear,6
I am concerned that the true impact of the current situation is not fully understood and although th,sadness,3.0,Anxiety,6
I feel relatively relaxed in my current situation but anxious about how this is going to affect the ,anger,0.0,Anxiety,1
I feel anxious and worried. I am really about to go nuts. I can’t see my future financially. I can’t,sadness,2.0,Anxiety,9
I am fortunate in my situation with a stable job and limited risk to the virus but worry about other,anger,1.0,Sadness,6
I feel very sad for the people that have died and are suffering. I am furious at the politicians and,anger,1.0,Sadness,3
I don't feel that the lockdown was the appropriate response.  I am unhappy that  I'm unable to see m,sadness,2.0,Anxiety,6
I feel sad for the loss of life and the pain that causes families. Given the current figures based a,sadness,4.0,Desire,4
I don't feel particularly worried. It's not the worst pandemic to befoul the world and things will g,disgust,2.0,Relaxation,2
I am scared sick of it and think I will die. it's awful as I keep thinking I have symptoms and I'm a,fear,3.0,Fear,9
"Mostly concern for the health of loved ones and anxiety at my personal finical situation, as a self-",sadness,4.0,Anxiety,5
I feel anxious not knowing whether I or my loved ones will get the virus and how severely we would s,fear,1.0,Sadness,7
I feel frustrated that there are still people not self isolating and not taking it seriously. I feel,fear,1.0,Anxiety,7
"I feel mainly anxious and unsettled.  I am checking the news more often than is good for me, but can",fear,1.0,Anxiety,8
I feel I and my family are doing all we can to try and prevent the spread of this virus. Myself and ,fear,1.0,Happiness,3
I am very worried for my daughter my family and my friends. I'm worried about running out of food be,fear,2.0,Fear,9
At this moment I do not have much fear for myself as a healthy 22 year old. I do however have fear f,anger,3.0,Anxiety,5
3 weeks today I had my last shift in the office I work at. The next day I went in to get my belongin,fear,1.0,Anxiety,7
"Fearful and anxious.
Nervous stomach and racing thoughts.
Worry for the world and what it will becom",anger,2.0,Anxiety,2
Disgust at the number of people flouting the social distancing ban. Also disgusted by people abusing,disgust,2.0,Anxiety,6
I feel like a lot of people have lost their lives because of another countries actions. This is'nt n,relaxation,1.0,Anxiety,2
I feel fortunate to not have been directly affected by it at the moment but am worried about what ma,sadness,3.0,Anxiety,7
"I'm self-employed, in the Arts & Entertainment industry, so all of my upcoming work has been cancell",anger,0.0,Sadness,3
Currently I am more frustrated than worried as my loved ones and I are taking all necessary precauti,sadness,1.0,Anxiety,7
At this moment in time I feel annoyed because many people are ignoring the Quarantine rules despite ,anger,0.0,Anxiety,7
"Personally, i'm okay and quite relaxed, I don't go outside and do as the government says.

I guess i",anger,0.0,Relaxation,1
"I feel concerned, both that people around where I live (London) are not taking social distancing ser",sadness,3.0,Anxiety,4
I am concerned that nobody knows enough to guide us through successfully and so all action being tak,anger,0.0,Anxiety,2
I feel worried for my family. I feel anxious for my daughter whos has asd and cerebral palsy. Im sca,fear,3.0,Anxiety,7
"I am very concerned and extremely anxious about the current coronovirus situation, particularly as a",anger,0.0,Anxiety,6
"I feel worried about the uncertainty of it all, as this is a new situation for all of us. I have rec",fear,1.0,Anxiety,5
"I am very fearful for family, friends and key workers; the media and news round it is constant. It i",fear,1.0,Fear,9
I feel scared that I may get it due to being immune-compromised and that scares me. I am also worrie,fear,2.0,Anxiety,6
I am quite frustrated as I want life to return to normal as soon as possible. I am really hoping som,sadness,1.0,Desire,3
It makes me anxious as there are still a lot of unknowns.  I'm also sad that I cannot see family and,sadness,1.0,Anxiety,6
"I am able to work from home, its a nice day today and I've been working in the garden for the last h",sadness,2.0,Relaxation,4
I am very anxious about the Corona situation. More and more people are dying every day and people ar,anger,0.0,Anxiety,3
At the moment I feel very sad about the experiences I am missing out on because of the coronavirus s,sadness,2.0,Sadness,8
I’m scared that someone I or someone I love will be affected by coronavirus. Our family financial si,fear,2.0,Anxiety,8
I am angry that we are being forced inside and patronised by the government. I fully understand that,anger,0.0,Anger,8
"It just all so stressful. The virus fallout has disrupted my life, I'm out of pocket & have rent arr",sadness,1.0,Anxiety,8
"I am anxious about what the future holds, and worried about family members becoming ill. I miss my f",relaxation,2.0,Anxiety,4
"It would be naive not to feel anxiety or fear in the current situation, however, I am trying to see ",sadness,3.0,Sadness,7
"Angry that people can’t follow guidelines and insist on putting others at risk.
Sad that someone I a",anger,0.0,Anger,8
I feel very anxious about the financial impact of the lockdown on my job. I handed my notice in at w,anger,0.0,Anxiety,4
"I am able to work from home at the moment, so I'm feeling very lucky in that sense. I am however wor",fear,1.0,Sadness,6
I am feeling very sad  for all the families who have lost loved ones. Also I am concerned about my h,sadness,2.0,Sadness,7
I feel a general fear of the the future and uncertainty at how long things will take to get back to ,fear,6.0,Anxiety,6
I hope that whatever powers the government use to combat this pandemic will not be abused to further,anger,0.0,Anxiety,7
I feel like we are approaching the peak of the virus. I am usually a worrier and experience much anx,sadness,2.0,Relaxation,3
I fear the situation mostly because of the large parts of the population (not just in the UK) that a,anger,2.0,Anxiety,5
"I feel very fearful and scared about what is happening right now over the corona virus 
The not know",fear,2.0,Fear,8
I feel quite anxious and angry about the corona situation at the moment. It seems that it is getting,disgust,1.0,Anxiety,6
I’m quite relaxed about the situation. I work from home and my  immediate family is also working fro,fear,1.0,Relaxation,1
I feel extremely sad being away from friends and family. Sad for others who are suffering and sad fo,sadness,5.0,Sadness,9
"At this moment, I am feeling incredibly bored by the whole ever-evolving Coronavirus situation. I li",fear,1.0,Fear,8
I find it very worrying. I am a key worker and have to continue working. I have vulnerable members o,anger,0.0,Anxiety,5
I feel very anxious about my job and ongoing financial situation. I’m also concerned about my son wh,fear,1.0,Anxiety,8
"I feel hopeful for the future of humans, more so than I ever have before. As terrible as the situati",anger,0.0,Desire,3
My wife has a small business working from home and has made no money in the last two weeks. I work i,anger,0.0,Anxiety,3
Its a quite scary situation and i am a bit upset about it. Many people will catch the virus without ,anger,0.0,Sadness,3
I feel very sad watching the news and about the people affected by this. I feel worried about my own,sadness,1.0,Anxiety,7
I feel anxious based largely on the fact that I am powerless to control the situation at hand. Short,relaxation,2.0,Anxiety,4
I believe that I feel less worried about the current situation than most people. This is as I am not,fear,2.0,Sadness,4
"I cannot sleep. I'm anxious, my depression worsened. I feel like I'm scared of anything. I'm scared ",fear,5.0,Anxiety,9
This is a very concerning time for many. It is unsettling to not be able to freely leave my house an,fear,3.0,Relaxation,2
"Worried, stressed, scared and what will happen after awhile . Is everything going to go to normal ag",fear,2.0,Sadness,9
"I feel weary and frustrated, I am identified as a key worker and have been moved to shifts to encour",relaxation,1.0,Sadness,4
Fearful more for my elderly parents than myself...hoping everyone comes out safe. I feel anxious as ,relaxation,1.0,Anxiety,4
"I feel as though this situation is not being taken as seriously as it should be, there appear to be ",sadness,2.0,Sadness,8
"I feel worried about going to work, I work in a supermarket and doing 2 oclock in the morning shifts",anger,0.0,Anxiety,2
"Right now, I am constantly thinking that I have this disease. Living with health anxiety makes thing",fear,3.0,Anxiety,7
I feel overwhelmed by the constant news and inconsistent advice. I have family and close friends in ,anger,1.0,Anxiety,4
I feel slightly frustrated about the lack of preparation for the virus. I'm worried about how the vi,fear,1.0,Anxiety,3
I think it's a bit worrying but Chris Whitty CMO has recovered and seems well. Nobody close to me ha,anger,0.0,Happiness,1
"I'm very anxious and restless at the moment. As of right now I feel very stuck in limbo, it's very h",sadness,3.0,Anxiety,7
I’m feeling quite anxious a out corona virus. Mainly because I think it will be a long time before l,fear,2.0,Anxiety,7
At the moment i feel quite sad and anxious. Sadness because this illness is causing a lot of death a,sadness,2.0,Sadness,8
"I am very sad for the families who have lost loved ones, but it has been amazing how the situation h",sadness,1.0,Sadness,8
I'm worried mainly. Both for my own and my families safety. But also for what this future and when t,anger,1.0,Anxiety,2
"With the current coronavirus situation, I am more worried in regards to my assessments for my Master",anger,0.0,Relaxation,2
I mostly feel quite bored and frustrated about having to stay in. I understand that vulnerable peopl,fear,1.0,Relaxation,2
I feel sad about the amount of people who have lost loved ones. I am fearful of a time I might know ,fear,2.0,Sadness,5
At this moment the way I feel it's a mix of emotions that is draining my confidence and hope in the ,anger,0.0,Fear,5
"I'm a little worried given such a grim outlook, but I'm trying to look at the positives, such as sta",sadness,1.0,Sadness,2
I do feel anxious about the long term impact. I'm anxious about businesses and the economy. My own j,sadness,4.0,Anxiety,7
Disgusted by the poor leadership in this country. Acting far too late and far from prepared. They ha,sadness,1.0,Disgust,7
Right now I feel that Corona is scary due to there being no cure. There is still unknowns as to how ,fear,1.0,Fear,7
"At the moment, I'm quite worried about the situation. I have Diabetes and asthma and I don't want to",anger,0.0,Anxiety,1
"It’s very worrying as you don’t know how long this is going to go on for, we think my grandad may ha",fear,1.0,Anxiety,7
"I currently feel a bit bored, but am getting used to it. I am high risk with asthma so know that if ",fear,1.0,Relaxation,2
Annoyance that I see people disobeying the rules and the police not enforcing the rules harder. I fe,anger,1.0,Anxiety,3
"I think that's it's scary that people are not adhering to the lockdown rules, making the problem wor",fear,2.0,Anxiety,8
"I feel anxious about the changes that are taking place day by day, in the economy, in the political ",fear,2.0,Anxiety,6
Concerned for my Mum who lives aay from me and how she will cope if this situation goes on for weeks,sadness,1.0,Anxiety,4
very anxious and worried for my family and friends and myself. also worried about my job and also mo,sadness,4.0,Anxiety,6
Scared and nervous as not everyone is following lockdown rules which will make everything worse. Peo,anger,0.0,Anxiety,6
I feel extremely anxious. I am a high-risk person as I have multiple auto-immune diseases and I have,anger,0.0,Anxiety,2
I feel anxious about both the global situation and my personal situation. I feel restless and unable,anger,0.0,Anxiety,6
I’m feeling very anxious for the safety of my loved ones and quite stressed about the unknown nature,fear,1.0,Anxiety,8
"I find it quite stressful, as although my family is abiding by the guidelines, others around us do n",anger,1.0,Anxiety,6
I'm very worried about the corona situation at the moment as I feel people still aren't taking it se,anger,1.0,Fear,6
"I feel sad that so many people are dying with this virus, and all the health professionals strugglin",sadness,1.0,Sadness,8
"Feeling worried but not as much  as before as I have experienced symptoms, been ill, been to hospita",sadness,1.0,Anxiety,6
The government made an absolute mess. We had time to prepare and learn from other countries. instead,anger,1.0,Anxiety,8
I understand the importance of everyone doing their part in staying home and abiding but the rules. ,anger,3.0,Sadness,6
I am relaxed about my own situation; I am financially secure and comfortable. The concerns I have ar,anger,0.0,Relaxation,2
Concerned about the economic impact for myself and the country. Worried that front line NHS staff ar,anger,0.0,Anxiety,2
I thought I would be struggling a lot more than I am so far. I am working from home and not leaving ,anger,0.0,Anxiety,5
It is a concerning and worrying time for everyone around the world. A lack of control in that there ,sadness,2.0,Anxiety,5
"I feel somewhat concerned about the current Corona situation, but more than anything I am anxious to",sadness,1.0,Sadness,8
I think it is largely overblown. While it is a highly infectious virus and has bought forth fataliti,anger,0.0,Relaxation,1
I feel that we need to take this time to ensure we do the best to stay at home and stay safe if we c,anger,0.0,Relaxation,1
"Personally, I am fine, I am healthy with no underlying conditions and am working from home. The pers",anger,1.0,Anxiety,4
I don't have any feelings regarding the virus as for me it's a normal day as I continue to do the sa,anger,0.0,Relaxation,1
"I feel concerned about all the critical workers, like myself, becoming ill due to being forced into ",anger,0.0,Anxiety,6
"I'm mostly feeling isolated, somewhat anxious about the situation for mine and my loved ones, and in",sadness,2.0,Desire,5
"I am Scared and fearful for what is happening on a daily basis, for what it is doing to all of those",fear,1.0,Anxiety,5
The Corona situation itself doesn't bother me too much as there are only a few cases in my area but ,fear,1.0,Anxiety,6
"I am worried about the world that we are going to come back out to. I might not have a job, business",anger,0.0,Anxiety,7
I feel like I really don't like the uncertainty about it. it makes me anxious. I don't like not know,sadness,2.0,Anxiety,6
I am anxious about the future. I feel there needs to a full lock down to make people take the threat,sadness,3.0,Anxiety,7
At the moment I'm really worried about the current Covid-19 situation. I'm trying to occupy myself a,anger,1.0,Anxiety,1
I feel really fearful of Coronavirus I’m not going to lie at first when it came out in China wasn’t ,fear,1.0,Fear,9
Anxious about will happen now and in the future and sad that a lot of people are dying and that the ,sadness,1.0,Anxiety,6
I am annoyed at those ignoring recommendations therefore potentially making isolation longer for eve,sadness,4.0,Sadness,6
"I have conflicting feelings.

What's happening in the world is horrible, there's no doubt about that",sadness,2.0,Relaxation,6
"Well, I feel anxious. I have kids and I'm worried about them and my husband. It's hard times for all",sadness,1.0,Anxiety,6
I am anxious about not knowing when I will able to see my family and friends next especially as its ,anger,0.0,Anxiety,4
I am concerned for people who are vulnerable especially my 94 year old mother-in-law who lives in a ,anger,0.0,Anxiety,2
"I feel nervous about getting covid, and my partner getting covid.

I am scared that my family will g",fear,2.0,Anxiety,9
anxious about catching it am in self isolation being in an at risk group.  Son does not have a job h,sadness,2.0,Anxiety,3
I feel deeply saddened for the lives that have been lost all around the world. i have a lot of anxie,fear,2.0,Anxiety,8
"i feel very anxious. Life in prison. No pleasure, no happiness. I'm afraid to go outside. Large queu",fear,1.0,Anxiety,8
I'm feeling slightly worried about this but overall optimistic. I'm worried as if my dad gets it he ,fear,2.0,Anxiety,3
There is a concerted effort by the whole country to minimise the spread of the coronavirus of which ,anger,0.0,Relaxation,1
I am scared about the corona situation because I feel that the government have not prepared enough f,fear,4.0,Sadness,5
"I am somewhat worried about the virus, various members of my family refuse to social distance and ar",sadness,1.0,Sadness,9
"It has spiked my anxiety and my depression. I cannot go to work and my life has become mundane.
My l",sadness,2.0,Sadness,9
"I feel angry, many travel plans were destroyed. Stuck in old job, which I wanted to change. There is",sadness,1.0,Anger,5
the first week I struggled adjusting to 'the new normal' and was very bored and irritable but now I ,fear,1.0,Anger,5
I feel frustrated that most of the public is still not taking this seriously and a lot of people are,sadness,3.0,Anger,7
"I feel like this situation is bad in regards to needless loss of life. It also has a positive, it al",sadness,2.0,Anxiety,2
I'm worried about current situation and I'm worries about mine and my family's health. My financial ,anger,1.0,Anxiety,3
"I am very distressed, my mum is currently being assisted with her breathing in a London hospital bec",fear,3.0,Anxiety,8
I feel anxious about the current situation because of the uncertainty and how much it has affected o,fear,2.0,Anxiety,7
It's easy to feel anxious about this situation so right now I am trying to relax and focus on other ,sadness,1.0,Relaxation,3
Mostly I'm sad cause of the individuals not following the rules. Stay home. Save nhs. Save lifes. Co,sadness,1.0,Sadness,9
"People are out of work and it's making our country's economy crash, so that's very frustrating. I kn",sadness,4.0,Anger,2
Apprehensive about the situation. Sad and scary how many lives are being lost and how many people ar,anger,1.0,Disgust,6
"I am worried but not too much, I realise there is not much I can do apart from staying at home and g",anger,0.0,Relaxation,1
Currently I am very worried about the corona virus.  People here do not seem to be taking it serious,anger,0.0,Anxiety,6
Concerned about my vulnerable father and my partner who smokes. Concerned that I could be a victim o,anger,0.0,Anxiety,1
i am scared my anxiety is through the roof as i am a vulnerable person. I am angry at people that ar,fear,2.0,Anxiety,9
"I'm not especially concerned about my health, more how it will affect my parents as they're older an",relaxation,2.0,Anxiety,6
I think the Corona virus must be intricately related to how we have destroyed our global environment,anger,0.0,Anxiety,4
There are a lot of fears and anxiety around coronavirus and how long it will last for - with so many,fear,2.0,Fear,8
Disgusted how unprotected NHS staff are and how late the government has been in trying to resolve th,fear,1.0,Sadness,6
Sadness in general for the effect that it has on the country and it’s more vulnerable population who,anger,2.0,Sadness,3
"Currently, I am very low mood wise. I reply on human contact and family support to get by on a daily",fear,1.0,Anxiety,6
I feel anxious about next steps by the country as I have little faith in the government. I also worr,sadness,3.0,Anxiety,3
We scared but wish the gov would do more to stop people going out all the time.  Our neighbor is act,fear,3.0,Anxiety,8
I've been feeling anxious lately due to the pandemic and mostly I'm worried about how the economy wi,fear,2.0,Anxiety,5
I am frustrated and angered by handling of situation by UK government. The Tories have shown themsel,anger,1.0,Anxiety,4
I feel calm and sensible. I understand the risks and I follow the NHS guidance of limiting my time o,relaxation,2.0,Relaxation,9
I feel anxious about when this will end. I am worried about family members and miss spending time wi,fear,1.0,Anxiety,6
"Very worried for my family, anxious and panicked and wondering just when it`s all gonna end. Wonderi",fear,1.0,Fear,9
"I am worried for my familys physical health incase they become ill and also their mental health, par",disgust,1.0,Anxiety,2
Very anxious and fearful as I would love to have a good summer yet people are still meeting up with ,fear,2.0,Anxiety,8
I feel anxious whenever I leave my home to get food supplies. I feel sad and upset at the amount of ,sadness,2.0,Anxiety,8
very anxious about it all and scared for my family and friends health and also the financial impact ,fear,1.0,Anxiety,8
"Worried, and anxious. But with a background that we're broadly ok. Our income may not be too badly a",fear,1.0,Anxiety,5
"Concerned and Anxious about the current crisis.
Worried and very nervous when travelling to and from",anger,0.0,Anxiety,6
"Uncertain, anxious and scared. Angry that this happened and worried for my own health as well as my ",anger,0.0,Anxiety,6
I am quite scared and anxious because the situation is uncertain and I don't know what will happen i,sadness,2.0,Anxiety,8
"I feel shocked about the corona virus situation, at first not taking it seriously to now I cannot qu",anger,3.0,Disgust,7
"I want to help in some active way, not just passively staying at home.  I'm OK, I have the resources",anger,0.0,Anxiety,2
I feel unsure about the situation we are in but I'm sure we can win the battle. of this terrible des,sadness,1.0,Anxiety,2
I feel as though I can’t control the situation which is extremely stressful. I am hoping that we wil,relaxation,1.0,Anxiety,2
I'm scared that I may lose loved ones or my job. I'm scared I may lose the roof over my head. I'm sc,fear,3.0,Anxiety,7
"It's a very anxious time as the financial situation is incredibly hard at the moment, not knowing wh",anger,0.0,Anxiety,7
I am anxious for my family - my wife is an NHS frontline worker and my parents are in the high risk ,anger,0.0,Anxiety,3
I feel that the gov under Johnson took the opportunity presented 2 do social Darwinism. its not a my,anger,1.0,Anger,8
I keep forgetting why we are isolating and those moments are very happy and relaxed. I then remember,fear,1.0,Happiness,3
Currently feeling very deflated with the situation regarding the coronavirus. But understand that ta,fear,1.0,Sadness,6
The uncertainty regarding the local community impact of the virus and the duration of the lockdown c,fear,1.0,Relaxation,2
"I feel worried that a cure won’t be found, I feel anxious about getting it or passing it to my child",sadness,1.0,Anxiety,2
"I am very stressed and sad about it as I am a final year undergraduate student, so my final year pro",sadness,2.0,Anxiety,8
I feel anxious about it everyday. I pray to calm myself as that helps. Everytime I feel any type of ,sadness,3.0,Anxiety,5
"I am very anxious about contracting Covid-19 and passing this onto another person, in particular a v",fear,1.0,Anxiety,6
"At this point in time, I am not overly worried about how the situation will affect me. I am content ",anger,0.0,Anxiety,1
"I feel very frustrated that I'm isolating, and therefore cant see my family, and particularly can't ",sadness,1.0,Anxiety,7
